source,row,task,category,ground_truth,is_seen,specialized_loc_prob,specialized_qa_prob,specialized_decision,unified_loc_prob,unified_qa_prob,unified_decision
Завершенные_задачи__Асфальт__,41327,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9995,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,20842,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9997,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,8274,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),asphalt,good,False,0.0006,0.9996,REJECT,0.7396,0.9996,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,19938,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,0.9979,1.0,ACCEPT,0.9996,1.0,ACCEPT
Завершенные_задачи__Асфальт__,33634,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,0.9998,1.0,ACCEPT,0.9997,1.0,ACCEPT
Завершенные_задачи__Асфальт__,20531,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,27100,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,21651,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,26703,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9967,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,19628,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,False,0.9884,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,36774,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9998,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,8451,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,0.9995,1.0,ACCEPT
Завершенные_задачи__Асфальт__,12729,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9991,0.9999,ACCEPT,0.961,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,27900,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9809,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,25161,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9992,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,11548,Ямы и выбоины в асфальтобетонном покрытии (Парковка),asphalt,good,True,0.9998,0.9997,ACCEPT,0.9736,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,40822,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9836,1.0,ACCEPT,0.9989,1.0,ACCEPT
Завершенные_задачи__Асфальт__,37746,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,False,0.8343,0.9998,HUMAN_REVIEW,0.9701,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,19980,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),asphalt,good,False,0.9958,1.0,ACCEPT,0.9997,1.0,ACCEPT
Завершенные_задачи__Асфальт__,26946,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.9647,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,36345,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,27,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),asphalt,good,False,0.9634,1.0,ACCEPT,0.9994,1.0,ACCEPT
Завершенные_задачи__Асфальт__,20173,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.988,0.9998,ACCEPT,0.9992,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,19049,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,good,True,0.9057,1.0,HUMAN_REVIEW,0.9989,1.0,ACCEPT
Завершенные_задачи__Асфальт__,13945,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,28526,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9824,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Асфальт__,38470,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,True,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,40237,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9993,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Асфальт__,21391,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),asphalt,bad,False,0.9042,0.9304,HUMAN_REVIEW,0.3927,0.9304,HUMAN_REVIEW
Завершенные_задачи__Асфальт__,30848,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),asphalt,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Асфальт__,29311,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,True,0.9927,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Асфальт__,29336,Ямы и выбоины в асфальтобетонном покрытии (Проезд),asphalt,good,False,0.8134,0.9999,HUMAN_REVIEW,0.9991,0.9999,ACCEPT
Завершенные_задачи__Асфальт__,14180,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),asphalt,good,False,0.9997,0.9992,ACCEPT,0.9999,0.9992,ACCEPT
Завершенные_задачи__Не_убранный_газон_,33500,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31010,Не убранный газон,lawn,good,False,0.9999,0.9991,ACCEPT,0.9999,0.9991,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52018,Не убранный газон,lawn,good,False,1.0,0.9994,ACCEPT,1.0,0.9994,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52168,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,48231,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,11120,Не убранный газон,lawn,good,False,1.0,0.9971,ACCEPT,1.0,0.9971,ACCEPT
Завершенные_задачи__Не_убранный_газон_,43178,Не убранный газон,lawn,good,False,0.948,1.0,HUMAN_REVIEW,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,5557,Не убранный газон,lawn,good,True,1.0,0.9967,ACCEPT,1.0,0.9967,ACCEPT
Завершенные_задачи__Не_убранный_газон_,18598,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,33780,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,43506,Не убранный газон,lawn,good,True,0.9999,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,41480,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,40583,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,21966,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,6120,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,53636,Не убранный газон,lawn,good,False,0.9998,1.0,ACCEPT,0.9996,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,49226,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,15392,Не убранный газон,lawn,good,True,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,44092,Не убранный газон,lawn,good,False,1.0,0.9971,ACCEPT,0.9999,0.9971,ACCEPT
Завершенные_задачи__Не_убранный_газон_,20343,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9982,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,14722,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52858,Не убранный газон,lawn,good,False,1.0,0.9995,ACCEPT,1.0,0.9995,ACCEPT
Завершенные_задачи__Не_убранный_газон_,13050,Не убранный газон,lawn,bad,False,0.9988,0.9999,ACCEPT,0.3663,0.9999,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,9656,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,1600,Не убранный газон,lawn,good,True,1.0,0.9999,ACCEPT,0.9998,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,3028,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,16046,Не убранный газон,lawn,good,False,0.8501,0.9994,HUMAN_REVIEW,0.9934,0.9994,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31138,Не убранный газон,lawn,good,False,0.9997,0.9985,ACCEPT,0.9778,0.9985,ACCEPT
Завершенные_задачи__Не_убранный_газон_,40060,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9454,1.0,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,50363,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,4772,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,0.9628,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,29846,Не убранный газон,lawn,good,False,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27160,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9974,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,41272,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,37727,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,12742,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,47077,Не убранный газон,lawn,good,True,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,45636,Не убранный газон,lawn,good,False,0.9999,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,25164,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,32399,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,26191,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,15989,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,9671,Не убранный газон,lawn,good,True,1.0,0.9927,ACCEPT,1.0,0.9927,ACCEPT
Завершенные_задачи__Не_убранный_газон_,42995,Не убранный газон,lawn,good,True,1.0,0.999,ACCEPT,1.0,0.999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,45064,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,363,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,49215,Не убранный газон,lawn,good,False,0.995,1.0,ACCEPT,0.9993,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,50465,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,6985,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,0.9999,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,51014,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,0.9981,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27862,Не убранный газон,lawn,good,False,0.9982,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,14341,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,11526,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52698,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,45607,Не убранный газон,lawn,good,False,0.5581,1.0,HUMAN_REVIEW,0.917,1.0,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,33944,Не убранный газон,lawn,good,True,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,30444,Не убранный газон,lawn,good,True,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,3291,Не убранный газон,lawn,good,True,0.9996,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,36530,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,16331,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,7953,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,29914,Не убранный газон,lawn,good,False,0.9998,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,8738,Не убранный газон,lawn,good,False,0.994,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52521,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,30450,Не убранный газон,lawn,good,False,1.0,0.9992,ACCEPT,1.0,0.9992,ACCEPT
Завершенные_задачи__Не_убранный_газон_,43750,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,34808,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,36629,Не убранный газон,lawn,good,False,0.9961,0.9985,ACCEPT,1.0,0.9985,ACCEPT
Завершенные_задачи__Не_убранный_газон_,39023,Не убранный газон,lawn,good,False,1.0,0.9966,ACCEPT,1.0,0.9966,ACCEPT
Завершенные_задачи__Не_убранный_газон_,20794,Не убранный газон,lawn,good,False,1.0,0.9988,ACCEPT,1.0,0.9988,ACCEPT
Завершенные_задачи__Не_убранный_газон_,49496,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,29004,Не убранный газон,lawn,good,False,1.0,0.9994,ACCEPT,1.0,0.9994,ACCEPT
Завершенные_задачи__Не_убранный_газон_,40150,Не убранный газон,lawn,good,False,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,53412,Не убранный газон,lawn,good,True,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,47138,Не убранный газон,lawn,good,True,0.9999,0.9997,ACCEPT,0.9993,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,33081,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27966,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,54432,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,35905,Не убранный газон,lawn,good,False,1.0,0.9991,ACCEPT,1.0,0.9991,ACCEPT
Завершенные_задачи__Не_убранный_газон_,29223,Не убранный газон,lawn,good,False,0.9998,0.9963,ACCEPT,0.9999,0.9963,ACCEPT
Завершенные_задачи__Не_убранный_газон_,10430,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,48736,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31108,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,29495,Не убранный газон,lawn,good,False,0.9232,1.0,HUMAN_REVIEW,0.981,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,16986,Не убранный газон,lawn,good,False,0.9996,0.9988,ACCEPT,1.0,0.9988,ACCEPT
Завершенные_задачи__Не_убранный_газон_,49268,Не убранный газон,lawn,good,False,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,16203,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,55041,Не убранный газон,lawn,good,False,1.0,0.9985,ACCEPT,1.0,0.9985,ACCEPT
Завершенные_задачи__Не_убранный_газон_,41789,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,18173,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,50188,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,50965,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,34163,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31758,Не убранный газон,lawn,good,False,1.0,0.9931,ACCEPT,1.0,0.9931,ACCEPT
Завершенные_задачи__Не_убранный_газон_,41074,Не убранный газон,lawn,good,False,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,15679,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,17996,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,28827,Не убранный газон,lawn,good,True,0.999,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,5077,Не убранный газон,lawn,good,False,1.0,0.9994,ACCEPT,1.0,0.9994,ACCEPT
Завершенные_задачи__Не_убранный_газон_,46762,Не убранный газон,lawn,good,False,0.99,0.9999,ACCEPT,0.9999,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,18725,Не убранный газон,lawn,good,False,0.9998,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,15367,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,17807,Не убранный газон,lawn,good,True,1.0,0.9995,ACCEPT,1.0,0.9995,ACCEPT
Завершенные_задачи__Не_убранный_газон_,22010,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,20952,Не убранный газон,lawn,good,False,1.0,0.9959,ACCEPT,1.0,0.9959,ACCEPT
Завершенные_задачи__Не_убранный_газон_,35399,Не убранный газон,lawn,good,False,0.9999,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,5280,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,9068,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.996,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,9884,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,15155,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,25102,Не убранный газон,lawn,good,False,0.0023,1.0,REJECT,0.0053,1.0,REJECT
Завершенные_задачи__Не_убранный_газон_,45478,Не убранный газон,lawn,good,True,0.9797,1.0,ACCEPT,0.9995,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,10014,Не убранный газон,lawn,good,False,0.9951,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,46295,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,14021,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,4209,Не убранный газон,lawn,good,False,0.9998,0.9983,ACCEPT,0.9987,0.9983,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27188,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9999,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,26712,Не убранный газон,lawn,good,True,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,21684,Не убранный газон,lawn,good,False,1.0,0.9973,ACCEPT,1.0,0.9973,ACCEPT
Завершенные_задачи__Не_убранный_газон_,35560,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,30534,Не убранный газон,lawn,good,False,0.2657,0.9993,REJECT,0.8791,0.9993,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,27248,Не убранный газон,lawn,good,False,0.9931,1.0,ACCEPT,0.9989,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,4080,Не убранный газон,lawn,bad,False,0.8267,0.9989,HUMAN_REVIEW,0.5621,0.9989,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,13555,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.999,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,54584,Не убранный газон,lawn,good,False,1.0,0.9998,ACCEPT,0.9901,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27534,Не убранный газон,lawn,good,True,0.9971,0.9999,ACCEPT,0.9758,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,25524,Не убранный газон,lawn,good,True,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,50449,Не убранный газон,lawn,good,False,0.9999,0.9987,ACCEPT,0.9999,0.9987,ACCEPT
Завершенные_задачи__Не_убранный_газон_,38278,Не убранный газон,lawn,good,False,0.999,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,45581,Не убранный газон,lawn,good,True,1.0,0.9996,ACCEPT,1.0,0.9996,ACCEPT
Завершенные_задачи__Не_убранный_газон_,1280,Не убранный газон,lawn,good,True,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,50174,Не убранный газон,lawn,good,False,1.0,0.9995,ACCEPT,1.0,0.9995,ACCEPT
Завершенные_задачи__Не_убранный_газон_,37728,Не убранный газон,lawn,good,True,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,24928,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31259,Не убранный газон,lawn,good,False,0.9999,1.0,ACCEPT,0.9973,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,386,Не убранный газон,lawn,good,True,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,23052,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,19569,Не убранный газон,lawn,good,False,1.0,0.9987,ACCEPT,1.0,0.9987,ACCEPT
Завершенные_задачи__Не_убранный_газон_,49379,Не убранный газон,lawn,good,False,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,25558,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,1.0,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,54770,Не убранный газон,lawn,good,False,1.0,0.9974,ACCEPT,1.0,0.9974,ACCEPT
Завершенные_задачи__Не_убранный_газон_,27460,Не убранный газон,lawn,good,False,0.9987,1.0,ACCEPT,0.9998,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,35272,Не убранный газон,lawn,good,True,1.0,0.9998,ACCEPT,1.0,0.9998,ACCEPT
Завершенные_задачи__Не_убранный_газон_,48989,Не убранный газон,lawn,good,True,1.0,0.9997,ACCEPT,1.0,0.9997,ACCEPT
Завершенные_задачи__Не_убранный_газон_,48144,Не убранный газон,lawn,good,False,0.9993,0.9998,ACCEPT,0.6852,0.9998,HUMAN_REVIEW
Завершенные_задачи__Не_убранный_газон_,35791,Не убранный газон,lawn,good,False,0.9998,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,52420,Не убранный газон,lawn,good,False,1.0,0.9979,ACCEPT,1.0,0.9979,ACCEPT
Завершенные_задачи__Не_убранный_газон_,39534,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,14453,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
Завершенные_задачи__Не_убранный_газон_,31996,Не убранный газон,lawn,good,False,1.0,1.0,ACCEPT,0.9984,1.0,ACCEPT
Завершенные_задачи__Не_убранный_газон_,14380,Не убранный газон,lawn,good,False,1.0,0.9999,ACCEPT,1.0,0.9999,ACCEPT
